,x,y,z,depth,dA,i_hat,j_hat,k_hat
1,7.225065,28.1970615,9.926514775,-9.926514775,8.839519979126226,2.018268807264798e-09,0.999999999999918,-4.049312041878302e-07
2,7.225065,28.1970615,7.45695435,-7.45695435,8.83951980015673,-2.825888046979352e-09,0.999999999999918,4.0493121222041175e-07
3,10.804498500000001,28.19706125,9.94419855,-9.94419855,8.815342989248936,1.4049545721601096e-07,0.9999999999999392,-2.0275825795358215e-07
4,14.383976500000001,28.197061,9.96139615,-9.96139615,8.7897945215922,0.0,1.0,0.0
5,17.96343375,28.197061,9.9818387,-9.9818387,8.759489810760902,0.0,1.0,0.0
6,21.542872,28.197061,10.005363375000002,-10.005363375000002,8.725820268502302,0.0,1.0,0.0
7,25.122310249999998,28.197061,10.0288881,-10.0288881,8.692123964107152,0.0,1.0,0.0
8,28.70173075,28.197061,10.054684224999999,-10.054684224999999,8.656046652150696,0.0,1.0,0.0
9,32.28113625,28.197061,10.082264474999999,-10.082264474999999,8.61655724703795,0.0,1.0,0.0
10,35.86054175,28.197061,10.109845125,-10.109845125,8.5770685581709,0.0,1.0,0.0
11,39.439922249999995,28.197061,10.14002125,-10.14002125,8.532815639397002,0.0,1.0,0.0
12,43.01928,28.197061,10.17263035,-10.17263035,8.485208338943691,0.0,1.0,0.0
13,46.598636250000006,28.197061,10.205564225000002,-10.205564225000002,8.439897802364655,0.0,1.0,0.0
14,50.177975249999996,28.197061,10.24012015,-10.24012015,8.392218104436441,0.0,1.0,0.0
15,53.75730075,28.197061,10.275811225000002,-10.275811225000002,8.341117153646007,0.0,1.0,0.0
16,57.33662625,28.197061,10.311502449999999,-10.311502449999999,8.290018708487299,0.0,1.0,0.0
17,60.915949,28.19706125,10.347355925,-10.347355925,8.2377459289993,-1.3704246371684187e-07,0.9999999999999329,-2.1796203973360217e-07
18,10.8045375,28.19706125,7.4814526500000005,-7.4814526500000005,8.815535336543034,1.3850429589560374e-07,0.9999999999999393,2.0276266308358126e-07
19,14.384089499999998,28.197061,7.505789475,-7.505789475,8.7899671151673,0.0,1.0,0.0
20,17.96360325,28.197061,7.5346690999999995,-7.5346690999999995,8.759596579096801,0.0,1.0,0.0
21,21.54308275,28.197061,7.567604074999999,-7.567604074999999,8.725918955597345,0.0,1.0,0.0
22,25.122562249999998,28.197061,7.6005392249999995,-7.6005392249999995,8.692231181157002,0.0,1.0,0.0
23,28.702011,28.197061,7.636394675,-7.636394675,8.656082374397442,0.0,1.0,0.0
24,32.28143,28.197061,7.675007324999999,-7.675007324999999,8.616593651956304,0.0,1.0,0.0
25,35.860849,28.197061,7.7136204,-7.7136204,8.577104035272093,0.0,1.0,0.0
26,39.4402185,28.197061,7.75612675,-7.75612675,8.532734949415499,0.0,1.0,0.0
27,43.01954575,28.197061,7.802038925000001,-7.802038925000001,8.485152135355007,0.0,1.0,0.0
28,46.598878750000004,28.197061,7.8476267250000005,-7.8476267250000005,8.439850838475905,0.0,1.0,0.0
29,50.1781795,28.197061,7.89548555,-7.89548555,8.392090070217495,0.0,1.0,0.0
30,53.75744975,28.197061,7.945452625000001,-7.945452625000001,8.3409913404457,0.0,1.0,0.0
31,57.33672,28.197061,7.995419399999999,-7.995419399999999,8.289890996364804,0.0,1.0,0.0
32,60.91598199999999,28.19706125,8.0458729,-8.0458729,8.237593454900257,-1.4325163222232448e-07,0.999999999999932,2.1795805296823084e-07
33,131.79851000000002,28.181681999999995,12.815742,-12.815742,6.303544745326213,0.000928390426463584,0.9998676195787151,-0.016125378973376004
34,134.8406875,28.1450075,12.837463,-12.837463,6.324717895524811,0.023289102047273684,0.9980654028288327,-0.05064686287299586
35,137.8782425,28.059253249999998,12.863375,-12.863375,6.343374140833733,0.03343527197901612,0.9914746996959658,-0.11814115034589125
36,140.9145,27.96182925,12.8843605,-12.8843605,6.402934207801001,0.030926526963650895,0.9797523613549634,-0.1932527611813707
37,143.94615749999997,27.804271999999997,12.920307000000001,-12.920307000000001,6.430138003866981,0.07436606798465394,0.9566015826251176,-0.276759692556043
38,146.96881,27.55938325,12.981883499999999,-12.981883499999999,6.442763601796733,0.0898211207174901,0.9255382433515996,-0.3635078052896017
39,132.466255,28.1975615,14.976600250000002,-14.976600250000002,6.540968882333312,-0.00025438779574242065,0.999999762290674,0.0005295992519835859
40,135.3797825,28.1940515,14.989214250000002,-14.989214250000002,6.467333023663498,0.0026149965783182866,0.9999833225870784,-0.003439077404094011
41,138.2924175,28.186160750000003,15.000823,-15.000823,6.400373393569632,0.002719287058599925,0.999932434747435,-0.010523792800358742
42,141.204995,28.1788105,15.009173250000002,-15.009173250000002,6.356687505180731,0.002277385133479148,0.9998447950926579,-0.017103119612653206
43,144.1162575,28.14426925,15.019407750000001,-15.019407750000001,6.30130829906362,0.021106789790659098,0.9978684894024783,-0.05132372089346473
44,147.0247225,28.063169,15.03535,-15.03535,6.240007830037426,0.034146915939025496,0.9922429681035162,-0.11279025864241614
45,131.1417875,27.9997845,10.809918199999998,-10.809918199999998,6.255063287715709,0.027175872021618013,0.9825578657481893,-0.175895796747345
46,134.3133875,27.849801499999998,10.838546025000001,-10.838546025000001,6.303856279246368,0.06731810867214857,0.9598196888850741,-0.26672961358279124
47,137.47369249999997,27.59215575,10.891561175,-10.891561175,6.359855939908348,0.09495865796228016,0.9229848645540922,-0.36563038936054115
48,140.62865,27.29821775,10.950551999999998,-10.950551999999998,6.4588402240968055,0.0862706057799981,0.8783604933398044,-0.4654129886964188
49,143.777535,26.95768475,11.03404,-11.03404,6.567395696701272,0.12325366130908891,0.8283461560890217,-0.5447426587336055
50,146.9133675,26.534033499999996,11.155489,-11.155489,6.683863906954504,0.13741136694280337,0.7845777047140831,-0.6030793700331603
51,130.47855,27.416820249999997,9.008727975,-9.008727975,6.232354732703369,0.08032908810600758,0.8757301393452731,-0.47009292072044184
52,133.774135,27.096308999999998,9.084089375000001,-9.084089375000001,6.316885864235496,0.10645748121917174,0.8223807416607196,-0.557061157640502
53,137.056025,26.670599499999998,9.187176775000001,-9.187176775000001,6.4259889195180815,0.13629819487938655,0.7774771786267823,-0.6129985604790769
54,140.3301975,26.1971155,9.302501549999999,-9.302501549999999,6.557867981585428,0.12716723204228583,0.7424519790487667,-0.6567398388589891
55,143.599265,25.698135,9.435922625,-9.435922625,6.724035736099363,0.14766195109813918,0.7046879015876584,-0.6935802783068731
56,146.8545175,25.128938249999997,9.599457275,-9.599457275,6.926981447314061,0.1630140976775025,0.6724510319113832,-0.7215399438389029
57,67.88545475,28.197061,12.6823385,-12.6823385,7.286267987112005,0.0,1.0,0.0
58,71.08636,28.197061,12.685935500000001,-12.685935500000001,7.262075953014005,0.0,1.0,0.0
59,74.287266,28.197061,12.69005625,-12.69005625,7.2347376963014955,0.0,1.0,0.0
60,77.48818299999999,28.197061,12.6940785,-12.6940785,7.205538807785005,0.0,1.0,0.0
61,80.68911225,28.197061,12.69791075,-12.69791075,7.1746405268545,0.0,1.0,0.0
62,83.890054,28.197061,12.701563750000002,-12.701563750000002,7.142011250824009,0.0,1.0,0.0
63,87.091008,28.197061,12.7050765,-12.7050765,7.1075269084159896,0.0,1.0,0.0
64,90.29196749999998,28.197061,12.708831,-12.708831,7.070162665136994,0.0,1.0,0.0
65,93.4929355,28.197061,12.7126055,-12.7126055,7.030919604537003,0.0,1.0,0.0
66,96.69392325,28.197061,12.7158275,-12.7158275,6.990711621374994,0.0,1.0,0.0
67,99.89491874999999,28.197061,12.71924125,-12.71924125,6.947309039240996,0.0,1.0,0.0
68,103.0959475,28.197061,12.72221275,-12.72221275,6.9038634448150145,0.0,1.0,0.0
69,106.29681000000001,28.197061,12.724626749999999,-12.724626749999999,6.857467599885,0.0,1.0,0.0
70,109.497105,28.197061,12.726948499999999,-12.726948499999999,6.8107678308800015,0.0,1.0,0.0
71,112.6973525,28.197060750000002,12.7288745,-12.7288745,6.768813480120421,1.556296807859743e-07,0.9999999999999368,1.974103900843426e-07
72,115.89629,28.197057,12.73301125,-12.73301125,6.713665798257771,2.2046481698559045e-06,0.999999999981734,-3.905344631171176e-06
73,119.09221,28.196889500000005,12.7428965,-12.7428965,6.658613210833962,0.000103890269119646,0.9999999622145674,-0.00019347230647495352
74,122.28865499999999,28.196676500000002,12.757083,-12.757083,6.632200429792555,3.247671540272652e-05,0.9999999296641895,-0.0003714283643838107
75,125.48585499999999,28.19530425,12.77343475,-12.77343475,6.601009551935786,0.000843408846192032,0.9999966355110189,-0.002021701229997048
76,128.68005,28.188484,12.794525250000001,-12.794525250000001,6.578775879221342,0.0035390136056532785,0.9999320880668665,-0.009670973447798102
77,67.90335425,28.19706125,14.96045875,-14.96045875,7.379402808646034,1.5360614661878119e-07,0.9999999999999283,-2.2173384758373661e-07
78,71.14005725,28.197061,14.960382500000001,-14.960382500000001,7.379889000494993,0.0,1.0,0.0
79,74.3767605,28.197061,14.960317500000002,-14.960317500000002,7.380331528450007,0.0,1.0,0.0
80,77.61346725,28.197061,14.9600555,-14.9600555,7.382070035013005,0.0,1.0,0.0
81,80.85017775,28.197061,14.959565000000001,-14.959565000000001,7.385303829939028,0.0,1.0,0.0
82,84.0868925,28.197061,14.958848500000002,-14.958848500000002,7.390018896104001,0.0,1.0,0.0
83,87.32361125,28.197061,14.95791775,-14.95791775,7.396128134363498,0.0,1.0,0.0
84,90.56033174999999,28.197061,14.95689875,-14.95689875,7.402755237280001,0.0,1.0,0.0
85,93.79705474999999,28.197061,14.9557165,-14.9557165,7.410562164632003,0.0,1.0,0.0
86,97.03378425,28.197061,14.95417825,-14.95417825,7.420709921273005,0.0,1.0,0.0
87,100.2705155,28.197061,14.9525325,-14.9525325,7.431359342793016,0.0,1.0,0.0
88,103.5072575,28.197061,14.950564750000002,-14.950564750000002,7.444538833085011,0.0,1.0,0.0
89,106.74395000000001,28.197061,14.948247000000002,-14.948247000000002,7.459298498080003,0.0,1.0,0.0
90,109.98047500000001,28.197061,14.94585525,-14.94585525,7.4744937876100135,0.0,1.0,0.0
91,113.2169875,28.19706075,14.943445500000001,-14.943445500000001,7.49050495455554,1.5529826805521544e-07,0.9999999999999282,-2.4954104607382716e-07
92,116.4531175,28.197060750000002,14.94193375,-14.94193375,7.4972892411504315,-1.555178216147211e-07,0.9999999999999435,-1.7979498992535294e-07
93,119.68827250000001,28.197061,14.943380500000002,-14.943380500000002,7.483067307699997,0.0,1.0,0.0
94,122.92343249999999,28.197056500000002,14.94789525,-14.94789525,7.454899443481993,2.800375830340478e-06,0.9999999999762853,-4.659097958176011e-06
95,126.15869999999998,28.19708975,14.954203750000001,-14.954203750000001,7.410848633000395,-2.34949139806712e-05,0.9999999985935832,3.185635981668111e-05
96,129.392695,28.197156,14.963991250000001,-14.963991250000001,7.339550106836354,-1.8011901900866745e-05,0.9999999955478911,8.875229105119572e-05
97,67.86747875,28.197061,10.408834325,-10.408834325,7.18632288608635,0.0,1.0,0.0
98,71.032426,28.197061,10.4255049,-10.4255049,7.126577133455722,0.0,1.0,0.0
99,74.19736675000001,28.197061,10.44355005,-10.44355005,7.064671304233643,0.0,1.0,0.0
100,77.36231775,28.197061,10.4619395,-10.4619395,7.00185239327365,0.0,1.0,0.0
101,80.527282,28.197061,10.480527675,-10.480527675,6.938240406141537,0.0,1.0,0.0
102,83.6922595,28.197061,10.499338725000001,-10.499338725000001,6.873794882328959,0.0,1.0,0.0
103,86.85724825,28.197061,10.518445525,-10.518445525,6.8083515249090025,0.0,1.0,0.0
104,90.02223724999999,28.197061,10.538493275,-10.538493275,6.740757546614338,0.0,1.0,0.0
105,93.18723475,28.197061,10.559119525,-10.559119525,6.672354996684451,0.0,1.0,0.0
106,96.3522555,28.197061,10.579380275,-10.579380275,6.603803956167748,0.0,1.0,0.0
107,99.517278,28.197061,10.6005199,-10.6005199,6.532468054508498,0.0,1.0,0.0
108,102.68235000000001,28.197061,10.621505075,-10.621505075,6.462614880236508,0.0,1.0,0.0
109,105.8471975,28.197103000000002,10.642036274999999,-10.642036274999999,6.389998596691322,-2.7193768809160488e-05,0.9999999969445813,4.812398145507647e-05
110,109.01127,28.196719,10.662142875,-10.662142875,6.3208351838639745,0.000274953487351704,0.9999997149267583,-0.00041390537200444033
111,112.17530000000001,28.1954835,10.6805141,-10.6805141,6.261141971597928,0.0005272508111519253,0.9999977382668299,-0.0017409622016965165
112,115.337615,28.194059250000002,10.700651175,-10.700651175,6.193490791924076,0.00041585625456157515,0.9999945125470268,-0.0031747632454692722
