,Power (Watt),omega (cycles/s),radius (m),height (m),epsilon (m),Substance
0,4.096648788654695,66.12738981431053,0.26093792466788485,0.48541136629388804,0.07690089473894482,Water @ 10°C
1,0.001825300345751849,5.458444331364896,0.1257290857942715,0.2888191779396544,0.08906727187821513,Water @ 10°C
2,2.289246735409181,42.32958639964669,0.29527201057219415,0.29325812842214527,0.04139378483300407,Water @ 10°C
3,0.4576054513739232,26.943806603144548,0.2075480094838153,0.34389431902819934,0.038646952726623524,Water @ 10°C
4,0.01966630500044541,24.37824141685275,0.11891852822250015,0.1563378961055315,0.06520800687932048,Water @ 10°C
5,0.17047508726072372,20.97207305320144,0.23734270454646908,0.1783653337815646,0.056831466621006875,Water @ 10°C
6,2.30549080016037,73.32682038098179,0.21601087132634342,0.28966040806700666,0.05591815868382251,Water @ 10°C
7,1.871700960312747,28.36675569226903,0.2976890869746901,0.40430284828104257,0.0390530624078309,Water @ 10°C
8,0.16021493108503487,29.932734384020588,0.1674184485577229,0.3498857989269494,0.07587988525323881,Water @ 10°C
9,0.010009644781250989,6.053022258880344,0.19520002129810154,0.4184218681937678,0.09040784283201146,Water @ 10°C
10,15.11970723783077,94.03509747488376,0.2663771918895518,0.40360228903710316,0.03700957628436808,Water @ 10°C
11,0.1913603336576228,74.35180968792463,0.10237487922166943,0.31296200747607356,0.07094966016222518,Water @ 10°C
12,1.4647714682336597,96.35377018292242,0.208433495477085,0.17795287690443287,0.09167786783430654,Water @ 10°C
13,1.268201143604842,82.69796778374995,0.187334639719562,0.21316419220040272,0.06175443077111606,Water @ 10°C
14,0.239842282145086,39.523115076158774,0.1715398886367707,0.30117918254378895,0.08922733418510953,Water @ 10°C
15,2.3128685161753233,65.34424596591177,0.24196041675809563,0.407510191602409,0.09596776620441667,Water @ 10°C
16,0.026951346979383485,17.011597358564362,0.18678803394656748,0.20276411237122752,0.09368523439207309,Water @ 10°C
17,1.8343882727026324,60.056116262130004,0.26722833697754256,0.3211082823934637,0.09766816333799094,Water @ 10°C
18,0.0863391712115522,34.446967548984986,0.1840825783749655,0.11723122246092324,0.07994584739654353,Water @ 10°C
19,0.008511867299212356,5.688844710685671,0.1886676857092398,0.4467605244249946,0.0998115427618259,Water @ 10°C
20,6.064197068630933,73.7926725470166,0.19586420868428311,0.38743417054936735,0.019842090057400445,Water @ 10°C
21,0.17580816441962777,61.41045256098381,0.1428944168856894,0.17581914945099564,0.09368503848203966,Water @ 10°C
22,0.13280017655376514,41.94627332119118,0.15351409759816445,0.19670497951114208,0.07359544793436405,Water @ 10°C
23,0.16421706634179634,79.22146886066129,0.10646013728912707,0.23884060303160615,0.08945098014450824,Water @ 10°C
24,0.2958372728928715,55.990267920764516,0.13127545173906707,0.411691829528226,0.09055671313982142,Water @ 10°C
25,2.1169123247390385,75.37490094519652,0.24798271036242886,0.24484228297634877,0.08787157699077684,Water @ 10°C
26,0.7544060205266157,68.24973311420528,0.14728533219038004,0.3733981135457217,0.05813789119101634,Water @ 10°C
27,2.795467990524403,34.73979888671743,0.21574780785718436,0.3896525823612126,0.014907374331247033,Water @ 10°C
28,0.7663762514387069,77.38572000318749,0.12096196103244712,0.47847170108365,0.0494665678641209,Water @ 10°C
29,0.2723519379135478,26.311967079528976,0.13553622238974197,0.38617075389385547,0.020656520099304083,Water @ 10°C
30,11.627423558220684,89.25428606492066,0.22677631237637522,0.2918678440406085,0.017169859925282895,Water @ 10°C
31,0.07823935700960687,24.49262457786145,0.11583358385596627,0.1724056379687826,0.015417443017899872,Water @ 10°C
32,3.6808962214513437,91.54581638862538,0.21211018868085263,0.2476438116736196,0.04461211926458855,Water @ 10°C
33,0.01978821298281105,27.266496832693683,0.10911459825381947,0.2060972861860008,0.08991689886609144,Water @ 10°C
34,0.00488220543280664,9.076446543342575,0.13335248501985417,0.26501466379894756,0.0912196219041104,Water @ 10°C
35,0.23446142087217248,36.02550905298768,0.11791091658268427,0.22007089702250565,0.01674007110864592,Water @ 10°C
36,0.17780734798512018,13.778362498160316,0.15185192695718702,0.4677067019328044,0.012079821385168783,Water @ 10°C
37,0.03272794331951656,21.035078463175587,0.15091698213788954,0.13288421225355915,0.0419117191565621,Water @ 10°C
38,0.20757882618903423,13.006451281643708,0.2689086142637915,0.2972361355573472,0.03813257841479656,Water @ 10°C
39,0.5205256410268951,47.21276770369454,0.22777681115629944,0.23993883370046576,0.08546280607803836,Water @ 10°C
40,0.8609856488944929,85.69311112379864,0.12951875080744762,0.2792564734945662,0.04208417025098767,Water @ 10°C
41,8.908339007386996,88.65327968054515,0.2688482105750817,0.49119386024354716,0.07868499621390716,Water @ 10°C
42,0.0546161506220766,26.022014949388286,0.1445050981416906,0.35453284726259404,0.08865489065131021,Water @ 10°C
43,0.13607101314092857,38.903566775071084,0.12926677918045834,0.2652129833687532,0.05312996026621185,Water @ 10°C
44,1.4358719387729482,73.65924810023022,0.18735694595813512,0.32011858605132715,0.07252511645292793,Water @ 10°C
45,0.1809442074446943,83.71516792576192,0.13409703239127393,0.11786206244366904,0.08621287367187278,Water @ 10°C
46,0.0059001499408707385,3.750782992584021,0.14932408388291868,0.4638482268629057,0.03105007510074037,Water @ 10°C
47,1.205824206869737,89.58763616927544,0.1671738591392839,0.199314663071844,0.04974094044011244,Water @ 10°C
48,0.2063254522618248,50.60079101420004,0.1783452043524547,0.17677919870643183,0.08472579716915149,Water @ 10°C
49,0.004783859486486043,1.7071842436684757,0.24065265485037377,0.3861670621425174,0.027731629023382595,Water @ 10°C
50,0.5090077373529673,28.442035731692656,0.2452059558519976,0.47877879614575913,0.07901456491337108,Water @ 10°C
51,0.7373707833644744,22.04496390930584,0.23949799395202012,0.4257511944101442,0.02961952282281758,Water @ 10°C
52,0.5252036354094274,33.063345265900224,0.2523474229083392,0.36664987287798634,0.0886287926341887,Water @ 10°C
53,0.0026711919466180585,1.26778630626926,0.2969101635738406,0.4406151650655976,0.05189742927746166,Water @ 10°C
54,0.007720937968502192,10.925860856368613,0.11746289572078893,0.2625465955241637,0.04981390581487307,Water @ 10°C
55,2.372637052554505,88.52289374642275,0.16480596363510852,0.33196981673816395,0.03842887206208133,Water @ 10°C
56,8.931165337202463,87.75543108317775,0.16382084925827314,0.48244118703608563,0.01374188935259162,Water @ 10°C
57,1.8232038738628336,30.89028916329837,0.2990741920475485,0.19527812818911308,0.023136977192619437,Water @ 10°C
58,0.050637846744782354,21.815509471449126,0.13801602896629378,0.33801771917715123,0.06355333318798666,Water @ 10°C
59,0.573096208017115,81.53856516487524,0.19798292538547935,0.11939425687057059,0.0924618479743576,Water @ 10°C
60,0.0033085787774855364,4.200703177367113,0.16639641607899153,0.15742236643967844,0.03410854597544542,Water @ 10°C
61,10.839745590990287,98.82918505701883,0.28874890954984744,0.22801426443056552,0.04348019986810656,Water @ 10°C
62,0.27885091176277693,52.6892898974328,0.12158467903000653,0.4042277452728045,0.06422249150447608,Water @ 10°C
63,2.60974514066091,96.28789300943015,0.16633839306910264,0.17693662309841432,0.02230467721604666,Water @ 10°C
